authors,title,source_title,issn,doi,year,base,journal_title,h_index,avaliador,situacao
"Servin, R; Lensink, R; van den Berg, M",ownership and technical efficiency of microfinance institutions empirical evidence from latin america,journal of banking & finance,3784266,10.1016/j.jbankfin.2012.03.018,2012,wos,Journal of Banking and Finance,185,Ricardo,
"GROPPER, DM",productline deregulation and the coststructure of unitedstates savingsandloan associations,applied economics,36846,10.1080/00036849500000022,1995,wos,Applied Economics,98,Ricardo,
"Chambers, G",innovation and the pursuit of excellence a history of milk marketing in northern ireland 19341995,international journal of dairy technology,1364727X,10.1111/j.1471-0307.1999.tb01990.x,1999,wos,International Journal of Dairy Technology,62,Ricardo,
"Kimengsi, JN; Azibo, BR",how prepared are cameroons cocoa farmers for climate insurance evidence from the south west region of cameroon,agriculture and climate change - adapting crops to increased uncertainty (agri 2015),18780296,10.1016/j.proenv.2015.07.196,2015,wos,NA,NA,Ricardo,
"Martínez-Victoria, M; Maté-Sanchez-Val, M",determinants of trade credit financing a dynamic analysis comparing agrifood cooperatives and noncooperatives,agricultural finance review,21466,10.1108/AFR-09-2021-0126,2022,wos,Agricultural Finance Review,31,Ricardo,
"Chaab, J; Demirag, OC",effects of consumer loyalty and product web compatibility on cooperative advertising and pricing policies in a dualchannel supply chain,rairo-operations research,3990559,10.1051/ro/2022120,2022,wos,RAIRO - Operations Research,32,Ricardo,
"Pagliacci, F; Zavalloni, M; Raggi, M; Viaggi, D",coordination in the agrifood sector the role of social capital and remoteness in the emergence of italian network contracts,journal of rural studies,7430167,10.1016/j.jrurstud.2020.04.036,2020,wos,Journal of Rural Studies,124,Ricardo,
"Veach, T; Yoon, Y; Iglesias, JD",do multilingual employees better adjust to work environment changes examining the case of a credit union during the covid19 pandemic,international journal of organizational analysis,19348835,10.1108/IJOA-01-2022-3115,2022,wos,International Journal of Organizational Analysis,36,Ricardo,
"Henock, MS",financial sustainability and outreach performance of saving and credit cooperatives the case of eastern ethiopia,asia pacific management review,10293132,10.1016/j.apmrv.2018.08.001,2019,wos,Asia Pacific Management Review,31,Ricardo,
"Rahman, M",islamic banks with mutuality and neutrality a balancesheetbasedtheoretical framework,quarterly review of economics and finance,10629769,10.1016/j.qref.2018.02.001,2019,wos,Quarterly Review of Economics and Finance,60,Ricardo,
"Mukund, K; Syamasundari, B",doomed to fail handloom weavers cooperatives in andhra pradesh,economic and political weekly,129976,NA,1998,wos,Economic and Political Weekly,65,Ricardo,
"Mushonga, M; Arun, TG; Marwa, NW",drivers inhibitors and the future of cooperative financial institutions a delphi study on south african perspective,technological forecasting and social change,401625,10.1016/j.techfore.2018.04.028,2018,wos,Technological Forecasting and Social Change,155,Ricardo,
"Zawadzka, P",judicial review of decisions by the polish financial supervision authority,"system of financial law: financial markets, conference proceedings",NA,NA,2015,wos,NA,NA,Ricardo,
"Mangan, A; Kelly, S",information systems and the allure of organisational integration a cautionary tale from the irish financial services sector,european journal of information systems,0960085X,10.1057/ejis.2008.60,2009,wos,European Journal of Information Systems,119,Ricardo,
"Scharf, ER; Gomes, G; Huck, NK",internal marketing in brazilian credite cooperative,revista brasileira de marketing,21775184,10.5585/remark.v19i4.16122,2020,wos,Revista Brasileira de Marketing,6,Ricardo,
"Peukert, C",determinants and heterogeneity of switching costs in it outsourcing estimates from firmlevel data,european journal of information systems,0960085X,10.1080/0960085X.2018.1529374,2019,wos,European Journal of Information Systems,119,Ricardo,
"Gelo, D",forest commons vertical integration and smallholders saving and investment responses evidence from a quasiexperiment,world development,0305750X,10.1016/j.worlddev.2020.104962,2020,wos,World Development,206,Ricardo,
"Hu, JW",the issues and countermeasures about the credit system construction of china ecommerce,"ninth wuhan international conference on e-business, vols i-iii",NA,NA,2010,wos,NA,NA,Ricardo,
"Vardagli, ET",turkish cooperatives society and the ruling party in the 1930s the rise and fall of a regimented public sphere,turkish studies,14683849,10.1080/14683849.2022.2101363,2023,wos,Turkish Studies,28,Ricardo,
"Cutcher, L",resisting change from within and without the organization,journal of organizational change management,9534814,10.1108/09534810910951069,2009,wos,Journal of Organizational Change Management,79,Ricardo,
"HERRMANN, RO",the tactics of consumer resistance  group action and marketplace exit,advances in consumer research,989258,NA,1993,wos,NA,NA,Ricardo,
"Wang, XX",strategy on the regional distribution reconstruction of urban credit cooperatives  a case of henan province,call of paper proceedings of 2008 international conference on management science and engineering,NA,NA,2008,wos,NA,NA,Ricardo,
"Nath, PK",collective dairy farming women empowerment and social inclusion a villagelevel study from bihar india,global business review,9721509,10.1177/09721509221121701,2022,wos,Global Business Review,37,Ricardo,
"Wang, WL; Wang, X",the assessment of efficiency of the rural credit cooperatives based on double objectives  considering the cases in shannxi province,statistic application in modern society,NA,NA,2015,wos,NA,NA,Ricardo,
"Phansalkar, SJ",political process and cooperative laws in gujarat,economic and political weekly,129976,NA,1997,wos,Economic and Political Weekly,65,Ricardo,
"Grover, DK; Singh, JM; Kumar, S; Singh, J",impact of neemcoated urea on production productivity and soil health in punjab,indian journal of economics and development,22775412,10.5958/2322-0430.2018.00027.6,2018,wos,Indian Journal of Economics and Development,4,Ricardo,
"Marini, MA; Zevi, A",just one of us consumers playing oligopoly in mixed markets,journal of economics,9318658,10.1007/s00712-011-0219-7,2011,wos,Journal of Economics/ Zeitschrift fur Nationalokonomie,36,Ricardo,
"BARIK, BC",sahada lift irrigation cooperative society revisited  retrospect and prospect,man in india,251569,NA,1994,wos,NA,NA,Ricardo,
"Avelino, F; Wittmayer, JM; Pel, B; Weaver, P; Dumitru, A; Haxeltine, A; Kemp, R; Jorgensen, MS; Bauler, T; Ruijsink, S; O'Riordan, T",transformative social innovation and disempowerment,technological forecasting and social change,401625,10.1016/j.techfore.2017.05.002,2019,wos,Technological Forecasting and Social Change,155,Ricardo,
"Balnave, N; Patmore, G",marketing community and democracy rural rochdale cooperatives in australia,consumption markets & culture,10253866,10.1080/10253860903346765,2010,wos,Consumption Markets and Culture,36,Ricardo,
"Rajan, SG; Paul, GDB",searching for answers on dignity knowledge and engagement in a worker cooperative society,iimb management review,9703896,10.1016/j.iimb.2021.03.008,2021,wos,IIMB Management Review,29,Ricardo,
"Cimler, P",threats to the retail sector and opportunities for consumer cooperatives in the czech republic,opportunities and threats to current business management in cross-border comparison 2014,NA,NA,2014,wos,NA,NA,Ricardo,
"Worthington, AC; Dollery, BE",measuring efficiency in local government an analysis of new south wales municipalities domestic waste management function,policy studies journal,0190292X,10.1111/j.1541-0072.2001.tb02088.x,2001,wos,Policy Studies Journal,81,Ricardo,
"Xiang, JY; Lee, S; Kim, JK",data quality and firm performance empirical evidence from the korean financial industry,information technology & management,1385951X,10.1007/s10799-012-0145-6,2013,wos,Information Technology and Management,42,Ricardo,
"Iswanto; Darmawan, D",the role of microfinance in the rural development process case study of tandem hilir ii village hamparan perak sub district district of deli serdang,"proceedings of the international conference on public policy, social computing and development 2017 (icoposdev 2017)",23525398,NA,2017,wos,NA,NA,Ricardo,
"Teresa, H; Aine, MW; Olive, M; Carol, P; Maeve, H",cooperation among irish beef farmers current perspectives and future prospects in the context of new producer organisation po legislation,sustainability,NA,10.3390/su10114085,2018,wos,NA,136,Ricardo,
"Kondo, K",does branch network size influence positively the management performance of japanese regional banks,applied economics,36846,10.1080/00036846.2018.1489114,2018,wos,Applied Economics,98,Ricardo,
"Msuya, RI; Kazuzuru, B; Mataba, L; Kessy, SSA",impact of savings and credit cooperative societies services on household livelihood outcomes in mwanza and tabora rural areas tanzania,international journal of social economics,3068293,10.1108/IJSE-01-2021-0028,2023,wos,International Journal of Social Economics,44,Ricardo,
"Frare, AB; Horz, V; Quintana, AC; da Cruz, APC",antecedents of the management control system in credit cooperatives in southern brazil,contabilidade gestao e governanca,19843925,10.51341/1984-3925_2021v24n1a7,2021,wos,NA,not,Ricardo,
"Howell, TM; Harrison, DA; Burris, ER; Detert, JR",who gets credit for input demographic and structural status cues in voice recognition,journal of applied psychology,219010,10.1037/apl0000025,2015,wos,Journal of Applied Psychology,324,Ricardo,
"Luo, JF; Pan, AE; Yang, Q",research on the risk earlywarning indicators system of the rural credit cooperatives based on the entire risk management,"proceedings of the 5th international conference on innovation & management, vols i and ii",NA,NA,2008,wos,NA,NA,Ricardo,
"Aini, YM; Hafizah, HAK; Zuraini, Y",factors affecting cooperatives performance in relation to strategic planning and members participation,international congress on interdisciplinary business and social sciences 2012 (icibsos 2012),18770428,10.1016/j.sbspro.2012.11.098,2012,wos,NA,NA,Ricardo,
"Dyadichko, EV; Stadnik, AT; Shelkovnikov, SA; Lukyanov, KI; Samokhvalova, AA; Golikov, AI",development of the state support for agricultural consumer cooperatives case study of the tomsk region,scientific papers-series management economic engineering in agriculture and rural development,22847995,NA,2019,wos,NA,NA,Ricardo,
"Cutcher, L; Dale, K",were not a white fella organization hybridity and friction in the contact zone between local kinship relations and audit culture in an indigenous organization,organization studies,1708406,10.1177/01708406221128376,2023,wos,Organization Studies,167,Ricardo,
"Korsgaard, MA; Brodt, SE; Whitener, EM",trust in the face of conflict the role of managerial trustworthy behavior and organizational context,journal of applied psychology,219010,10.1037//0021-9010.87.2.312,2002,wos,Journal of Applied Psychology,324,Ricardo,
"Wright, JSF; Dempster, PG; Keen, J; Allen, P; Hutchings, A",the new governance arrangements for nhs foundation trust hospitals reframing governors asmetaregulators,public administration,333298,10.1111/j.1467-9299.2011.01975.x,2012,wos,Public Administration,105,Ricardo,
"Hu, Y; Lu, SW; Zhang, HY; Liu, GB; Peng, JG",empirical analysis on the performance of rural credit cooperatives shareholding reform based on the rationale of isomorphic incentive compatibility,sustainability,NA,10.3390/su13052844,2021,wos,NA,136,Ricardo,
"Wang, CR; Wen, K",the analysis on the differences and influencing factors of dea business efficiency of rural credit cooperatives,"proceedings of the 2017 international conference on education, economics and management research (iceemr 2017)",23525398,NA,2017,wos,NA,NA,Ricardo,
"Thuvachote, S; Tiawattananont, S",democratic culture of thrift and credit cooperatives in thailand,"economics, business and management",20104626,NA,2011,wos,NA,NA,Ricardo,
