authors,title,source_title,issn,doi,year,base
"Rousselière, D",a flexible approach to age dependence in organizational mortality comparing the life duration for cooperative and noncooperative enterprises using a bayesian generalized additive discrete time survival model,JOURNAL OF QUANTITATIVE ECONOMICS,09711554,10.1007/s40953-019-00164-0,2019,wos
"Di Marcantonio, F; Havari, E; Colen, L; Ciaian, P",do producer organizations improve trading practices and negotiation power for dairy farms evidence from selected eu countries,AGRICULTURAL ECONOMICS,01695150,10.1111/agec.12730,2022,wos
"Frick, B",some cooperatives produce great wines but the majority does not complementary institutional mechanisms to improve the performance of an indispensable organizational form,JOURNAL OF WINE ECONOMICS,19314361,10.1017/jwe.2017.33,2017,wos
"Fousekis, P",member coordination costs and spatial entry deterrence in a mixed duopsony with a cooperative,SPATIAL ECONOMIC ANALYSIS,17421772,10.1080/17421772.2016.1187285,2016,wos
"Gregoriou, G; Messier, J; Sedzro, K",assessing the relative efficiency of credit unionbranches using data envelopment analysis,INFOR,03155986,NA,2004,wos
"Anania, P; Rwekaza, GC; Bamanyisa, JM",socioeconomic benefits of agricultural marketing cooperatives and their challenges evidence from selected cases in moshi district council tanzania,AGER-REVISTA DE ESTUDIOS SOBRE DESPOBLACION Y DESARROLLO RURAL,15787168,10.4422/ager.2020.07,2020,wos
"Oh, JS",agricultural liberalization and diverging modes of farm mobilization in japan and korea,INTERNATIONAL JOURNAL OF POLITICS CULTURE AND SOCIETY,08914486,10.1007/s10767-022-09424-z,2022,wos
"Ghauri, S; Mazzarol, T; Soutar, GN",what roles do sme members have in cooperatives,JOURNAL OF CO-OPERATIVE ORGANIZATION AND MANAGEMENT,2213297X,10.1016/j.jcom.2022.100172,2022,wos
"Batzios, A; Kontogeorgos, A; Chatzitheodoridis, F; Sergaki, P",what makes producers participate in marketing cooperatives the northern greece case,SUSTAINABILITY,NA,10.3390/su13041676,2021,wos
"Huang, Y",keep a sinking boat afloat class contradictions in a nascent shrimp farmers cooperative in south china,JOURNAL OF AGRARIAN CHANGE,14710358,10.1111/joac.12515,2023,wos
"DOUCOULIAGOS, C",worker participation and productivity in labormanaged and participatory capitalist firms  a metaanalysis,INDUSTRIAL & LABOR RELATIONS REVIEW,00197939,10.2307/2524912,1995,wos
"Marcos-Matas, G; Ruggeri, A; Ghelfi, R",the role of members commitment on agrifood cooperatives capitalization innovation and performance,INTERNATIONAL FOOD AND AGRIBUSINESS MANAGEMENT REVIEW,15592448,10.22434/IFAMR2016.0163,2018,wos
"Borda-Rodriguez, A; Johnson, H",inclusive development and cooperatives,EUROPEAN JOURNAL OF DEVELOPMENT RESEARCH,09578811,10.1057/s41287-019-00249-9,2020,wos
"Deng, WD; Hendrikse, G",social interactions and product quality the value of pooling in cooperative entrepreneurial networks,SMALL BUSINESS ECONOMICS,0921898X,10.1007/s11187-017-9893-3,2018,wos
"Roupas, P",human and organisational factors affecting technology uptake by industry,INNOVATION-ORGANIZATION & MANAGEMENT,14479338,10.5172/impp.453.10.1.4,2008,wos
"Kasabov, E",investigating difficulties and failure in earlystage rural cooperatives through a social capital lens,EUROPEAN URBAN AND REGIONAL STUDIES,09697764,10.1177/0969776415587121,2016,wos
"Server-Izquierdo, RJ; Lajara-Camilleri, N",business types of spanish citrus exporting cooperatives,REVISTA DE LA FACULTAD DE AGRONOMIA DE LA UNIVERSIDAD DEL ZULIA,03787818,NA,2016,wos
"Cadot, J",agency costs of vertical integrationthe case of family firms investorowned firms and cooperatives in the french wine industry,AGRICULTURAL ECONOMICS,01695150,10.1111/agec.12150,2015,wos
"Chawviang, A; Kiattisin, S",sustainable development smart cooperative management framework,SUSTAINABILITY,NA,10.3390/su14063641,2022,wos
"Lau, LA; Woo, CC",is it possible and useful to support commitment reasoning,INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS,02188430,10.1142/S0218843097000094,1997,wos
"Furquim, CMD; da Silva, AP; Tavares, J",farmers views on the use and management of soil and its relation to the return of erosion in notillage system,SEMINA-CIENCIAS AGRARIAS,1676546X,10.5433/1679-0359.2018v39n6p2843,2018,wos
"Flénet, F; Wagner, D; Simonin, P",examination of an attempt to improve rapeseed cultivation in france in order to reduce the greenhouse gas emissions of biodiesel☆,OCL-OILSEEDS AND FATS CROPS AND LIPIDS,22726977,10.1051/ocl/2020068,2020,wos
"Jensen-Auvermann, T; Adams, I; Doluschitz, R",trustfactors that have an impact on the interrelations between members and employees in rural cooperatives,JOURNAL OF CO-OPERATIVE ORGANIZATION AND MANAGEMENT,2213297X,10.1016/j.jcom.2018.09.001,2018,wos
"Tóth, M; Lancaric, D; Munk, M; Savov, R; Piterková, A",measuring agency costs in agriculture,AGRARIAN PERSPECTIVES XXIV: GLOBAL AGRIBUSINESS AND THE RURAL ECONOMY,12137960,NA,2015,wos
"Pakawanich, P; Udomsakdigool, A; Khompatraporn, C",crop production scheduling for revenue inequality reduction among smallholder farmers in an agricultural cooperative,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,01605682,10.1080/01605682.2021.2004946,2022,wos
"Sakovska, O",agricultural cooperation experience of foreign countries for ukraine,BALTIC JOURNAL OF ECONOMIC STUDIES,22560742,10.30525/2256-0742/2020-6-1-118-124,2020,wos
"Winther, G; Marens, R",participatory democracy may go a long way comparative growth performance of employee ownership firms in new york and washington states,ECONOMIC AND INDUSTRIAL DEMOCRACY,0143831X,10.1177/0143831X97183003,1997,wos
"Bijman, J; Hendrikse, GWJ",organisational efficiency in the fresh produce chain the role of the marketing cooperative,PARADOXES IN FOOD CHAINS AND NETWORKS,NA,NA,2002,wos
"Calafat-Marzal, C; Cervera, FJ; Piñeiro, V; Nieto-Alemán, PA",survey data on joint cropland management among agrifood cooperatives in mediterranean spanish regions,DATA IN BRIEF,23523409,10.1016/j.dib.2022.107885,2022,wos
"Avsec, F",indivisible capital of cooperatives law and practice in slovenia,JOURNAL OF CO-OPERATIVE ORGANIZATION AND MANAGEMENT,2213297X,10.1016/j.jcom.2022.100189,2023,wos
"Ciliberti, S; Frascarelli, A; Martino, G",drivers of participation in collective arrangements in the agrifood supply chain evidence from italy using a transaction costs economics perspective,ANNALS OF PUBLIC AND COOPERATIVE ECONOMICS,13704788,10.1111/apce.12263,2020,wos
"Machín, OL; González, YM; Paez, CCT",potential of agro livestock cooperatives in terms of food sovereignty and nutritional education,REVISTA COOPERATIVISMO Y DESARROLLO-COODES,2310340X,NA,2020,wos
"Chiffoleau, Y; Millet-Amrani, S; Rossi, A; Rivera-Ferre, MG; Merino, PL",the participatory construction of new economic models in short food supply chains,JOURNAL OF RURAL STUDIES,07430167,10.1016/j.jrurstud.2019.01.019,2019,wos
"Beber, CL; Carpio, AFR; Almadani, MI; Theuvsen, L",dairy supply chain in southern brazil barriers to competitiveness,INTERNATIONAL FOOD AND AGRIBUSINESS MANAGEMENT REVIEW,15592448,10.22434/IFAMR2018.0091,2019,wos
"Biggeri, M; Ciani, F; Ferrannini, A",aid effectiveness and multilevel governance the case of a value chain development project in rural ethiopia,EUROPEAN JOURNAL OF DEVELOPMENT RESEARCH,09578811,10.1057/s41287-016-0064-1,2017,wos
"Alkon, AH",place stories and consequences  heritage narratives and the control of erosion on lake county california vineyards,ORGANIZATION & ENVIRONMENT,10860266,10.1177/1086026604264881,2004,wos
"Hulugalla, N; Yamada, K; Kakinaka, M",personal social capital and voluntary participation in the village development programme in rural sri lanka,JOURNAL OF INTERNATIONAL DEVELOPMENT,09541748,10.1002/jid.3547,2021,wos
"Honma, M; Mulgan, AG",political economy of agricultural reform in japan under abes administration,ASIAN ECONOMIC POLICY REVIEW,18328105,10.1111/aepr.12208,2018,wos
"Li, L; Guo, HD; Bijman, J; Heerink, N",the influence of uncertainty on the choice of business relationships the case of vegetable farmers in china,AGRIBUSINESS,07424477,10.1002/agr.21540,2018,wos
"Leite, AE; Batalha, MO",sustainable agriculture and cooperatism what possible links,INTERCIENCIA,03781844,NA,2016,wos
"Valentinov, V; Hielscher, S; Pies, I",nonprofit organizations institutional economics and systems thinking,ECONOMIC SYSTEMS,09393625,10.1016/j.ecosys.2014.12.002,2015,wos
"Vargas-Prieto, A; Arrieta-Díaz, E; Arrieta-Sánchez, AC",state of the art of sustainability assessment methods,CLIO AMERICA,1909941X,10.21676/23897848.4580,2022,wos
"Mwambi, M; Bijman, J; Mshenga, P; Oosting, S",adoption of food safety measures the role of bargaining and processing producer organizations,NJAS-WAGENINGEN JOURNAL OF LIFE SCIENCES,15735214,10.1016/j.njas.2020.100337,2020,wos
"Grashuis, J",the agency cost of ownership and governance adaptations in farm producer organizations,AGRICULTURAL FINANCE REVIEW,00021466,10.1108/AFR-07-2019-0079,2020,wos
"Grashuis, J; Cook, M",an examination of new generation cooperatives in the upper midwest successes failures and limitations,ANNALS OF PUBLIC AND COOPERATIVE ECONOMICS,13704788,10.1111/apce.12211,2018,wos
"De Los Rios-Carmenado, I; Becerril-Hernandez, H; Rivera, M",ecological agriculture and its inluence on rural prosperity an agricultural companys vision murcia spain,AGROCIENCIA,14053195,NA,2016,wos
"Giagnocavo, C; Galdeano-Gómez, E; Pérez-Mesa, JC",cooperative longevity and sustainable development in a family farming system,SUSTAINABILITY,NA,10.3390/su10072198,2018,wos
"Thakar, KP; Patel, DA; Darji, VP",role of cooperative in horticulture marketing  a case study of amalsad cooperatives in south gujarat,RESEARCH ON CROPS,09723226,NA,2010,wos
"Lawson, J",unsettled lands labour and land cultivation in western china during the war of resistance 19371945,MODERN ASIAN STUDIES,0026749X,10.1017/S0026749X14000274,2015,wos
"Aoyama, N; Silva, ECD",endogenous abatement technology agreements under environmental regulation,GAMES,NA,10.3390/g13020032,2022,wos
"de Sá, J",professional and cooperative education in portugal,CUADERNOS DE DESARROLLO RURAL,01221450,NA,2010,wos
"Iliopoulos, C; Valentinov, V",member heterogeneity in agricultural cooperatives a systemstheoretic perspective,SUSTAINABILITY,NA,10.3390/su10041271,2018,wos
"Tóth, T; Tomás, J; Lazor, P; Bajcan, D; Jomová, K",the transfer of heavy metals from contaminated soils into agricultural plants in high tatras region,CZECH JOURNAL OF FOOD SCIENCES,12121800,10.17221/600-CJFS,2009,wos
"Maia, SC; de Benedicto, GC; do Prado, JW; Robb, DA; Bispo, OND; de Brito, MJ",mapping the literature on credit unions a bibliometric investigation grounded in scopus and web of science,SCIENTOMETRICS,01389130,10.1007/s11192-019-03165-1,2019,wos
"Zhang, YX",the analysis on agricultural risk management of china,"PROCEEDINGS OF 2008 INTERNATIONAL CONFERENCE ON PUBLIC ADMINISTRATION (4TH), VOL II",NA,NA,2008,wos
"Ji, C; Chen, Q; Trienekens, J; Wang, HT",determinants of cooperative pig farmers safe production behaviour in china  evidences from perspective of cooperatives services,JOURNAL OF INTEGRATIVE AGRICULTURE,20953119,10.1016/S2095-3119(18)62058-1,2018,wos
"Silva, TBD; Beuren, IM; Monteiro, JJ; Lavarda, CEF",strategic behavior and the use of management control systems in agroindustrial cooperatives,RBGN-REVISTA BRASILEIRA DE GESTAO DE NEGOCIOS,18064892,10.7819/rbgn.v24i1.4138,2022,wos
"López-Bayón, S; Fernández-Barcala, M; González-Díaz, M",in search of agrifood quality for wine is it enough to join a geographical indication,AGRIBUSINESS,07424477,10.1002/agr.21665,2020,wos
"Rolfe, J; Akbar, D; Rahman, A; Rajapaksa, D",can cooperative business models solve horizontal and vertical coordination challenges a case study in the australian pineapple industry,JOURNAL OF CO-OPERATIVE ORGANIZATION AND MANAGEMENT,2213297X,10.1016/j.jcom.2022.100184,2022,wos
"Mukamana, L; Rosenbaum, M; Schurer, J; Miller, B; Niyitanga, F; Majyambere, D; Kabarungi, M; Amuguni, H",barriers to livestock vaccine use among rural female smallholder farmers of nyagatare district in rwanda,JOURNAL OF RURAL AND COMMUNITY DEVELOPMENT,17128277,NA,2022,wos
"Herrera-Reyes, AT; Carmenado, ID; Martínez-Almela, J",projectbased governance framework for an agrifood cooperative,SUSTAINABILITY,20711050,10.3390/su10061881,2018,wos
"Choo, HC; Zazale, S; Othman, R; Aris, NA; Arif, SMM",mechanism cooperative governance and performance emprical evidence on members participation and gender,"CREATING GLOBAL COMPETITIVE ECONOMIES: 2020 VISION PLANNING & IMPLEMENTATION, VOLS 1-3",NA,NA,2013,wos
"Houessou, DM; Sonneveld, BGJS; Aoudji, AKN; Thoto, FS; Dossou, SAR; Snelder, DJRM; Adegbidi, AA; Buning, TD",how to transition from cooperations to cooperatives a case study of the factors impacting the organization of urban gardeners in benin,SUSTAINABILITY,NA,10.3390/su11174528,2019,wos
"Victoria, MDM; Sánchez-Val, MM; Lario, NA",the impact of socioeconomic setting on the financial behaviour in cooperative companies,PROCEEDINGS OF THE 7TH EUROPEAN CONFERENCE ON INTELLECTUAL CAPITAL (ECIC 2015),20490933,NA,2015,wos
"Kormelinck, AG; Bijman, J; Trienekens, J",characterizing producer organizations the case of organic versus conventional vegetables in uruguay,JOURNAL OF RURAL STUDIES,07430167,10.1016/j.jrurstud.2019.04.012,2019,wos
"Santana, PJ; Lanzarini, L; Bariviera, AF",fuzzy classification rules with frvarpso using various methods for obtaining fuzzy sets,JOURNAL OF ADVANCES IN INFORMATION TECHNOLOGY,17982340,10.12720/jait.11.4.233-240,2020,wos
"Fernando, S; Garnevska, E; Ramilan, T; Shadbolt, N",organisational attributes of cooperatives and farmer companies,JOURNAL OF CO-OPERATIVE ORGANIZATION AND MANAGEMENT,2213297X,10.1016/j.jcom.2021.100132,2021,wos
"Vozárová, IK; Kotulic, R; Vavrek, R",assessing impacts of cap subsidies on financial performance of enterprises in slovak republic,SUSTAINABILITY,NA,10.3390/su12030948,2020,wos
"Mehling, MA",governing cooperative approaches under the paris agreement,ECOLOGY LAW QUARTERLY,00461121,10.15779/Z389G5GD97,2020,wos
"Hennessy, LA",replacing indigenous territory villagization and the transformation of amerindian environments under cooperative socialism in guyana,ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS,00045608,10.1080/00045608.2012.740382,2013,wos
"Jorge-Vázquez, J; Chivite-Cebolla, MP; Salinas-Ramos, F",the digitalization of the european agrifood cooperative sector determining factors to embrace information and communication technologies,AGRICULTURE-BASEL,NA,10.3390/agriculture11060514,2021,wos
"Nilsson, L; Hansson, H; Lagerkvist, CJ",motivational factors for remaining in or exiting a cooperative,AGRIBUSINESS,07424477,10.1002/agr.21480,2017,wos
"Yang, Y; Pham, MH; Yang, B; Sun, JW; Tran, PNT",improving vegetable supply chain collaboration a case study in vietnam,SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,13598546,10.1108/SCM-05-2020-0194,2022,wos
"Nogueira, MAFD; Vilpoux, OF; Binotto, E",brazilian settlers from agrarian reform in the midwest region of brazil factors involved in collective action through cooperatives and associations,JOURNAL OF CO-OPERATIVE ORGANIZATION AND MANAGEMENT,2213297X,10.1016/j.jcom.2018.11.011,2018,wos
"Wang, MY; He, B; Zhang, JS; Jin, YA",analysis of the effect of cooperatives on increasing farmers income from the perspective of industry prosperity based on the psm empirical study in shennongjia region,SUSTAINABILITY,NA,10.3390/su132313172,2021,wos
"Machín, OL; Rodríguez, CAR; Alemán, LA",the efficiency and socioeconomic effectiveness of cooperatives approach since the updating of the cuban economic model,AVANCES,15623297,NA,2018,wos
"Beuren, IM; dos Santos, V; Bernd, DC; Pazetto, CF",reflections of information sharing and collaborative innovation in the social responsibility of cooperatives,RBGN-REVISTA BRASILEIRA DE GESTAO DE NEGOCIOS,18064892,10.7819/rbgn.v22i2.4052,2020,wos
"Fanasch, P; Frick, B",what makes cooperatives successful identifying the determinants of their organizational performance,JOURNAL OF WINE ECONOMICS,19314361,10.1017/jwe.2018.28,2018,wos
"Cervera, MG; Sobrino, ZP; Sierra, NF; Cuadot, MDR",methodology for risk management and prevention in an agricultural production cooperative,REVISTA COOPERATIVISMO Y DESARROLLO-COODES,2310340X,NA,2022,wos
"Fried, HO; Lovell, CAK; Yaisawarng, S",the impact of mergers on credit union service provision,JOURNAL OF BANKING & FINANCE,03784266,10.1016/S0378-4266(98)00090-9,1999,wos
